Postcode,Suburb,State,LS_Accounts,LS_Value,Population,LS_Accounts_Per_Person,LS_Value_Per_Person,Tax_Population,Tax_Median_Income,Tax_Mean_Income
5223,Brownlow Ki,SA,94,1567454.22,3465,0.03,452.37,2036,32808,37872
5231,Kersbrook,SA,18,243584.45,1172,0.02,207.84,690,43133,60920
5232,Cudlee Creek,SA,6,60691.28,472,0.01,128.58,256,37770,54052
5233,Forreston,SA,32,491772.87,1393,0.02,353.03,860,40224,49319
5234,Birdwood (SA),SA,36,765866.34,1300,0.03,589.13,883,41748,48012
5235,Eden Valley,SA,55,1059927.78,1930,0.03,549.19,1303,34675,44531
5236,Tungkillo,SA,6,156564.9,598,0.01,261.81,,,
5237,Palmer (SA),SA,10,130190.37,74,0.14,1759.33,,,
5238,Mannum,SA,54,1278698.12,3699,0.01,345.69,1927,31220,37581
5240,Lenswood,SA,19,378450.87,530,0.04,714.06,317,41320,50554
5241,Lobethal,SA,43,853926.23,2343,0.02,364.46,1480,39987,46709
5242,Balhannah,SA,35,827883.97,1074,0.03,770.84,1004,43401,59427
5243,Oakbank,SA,25,435236.94,922,0.03,472.06,568,42891,91735
5244,Charleston,SA,96,1652892.39,4305,0.02,383.95,2418,41285,49734
5245,Hahndorf,SA,57,1000426.01,3422,0.02,292.35,1989,41901,57124
5250,Blakiston,SA,58,958621.67,3102,0.02,309.03,2029,44831,54667
5251,Bugle Ranges,SA,302,5184795.67,12687,0.02,408.67,7839,41851,50610
5252,Brukunga,SA,159,2124026.24,5786,0.03,367.10,3476,42319,48299
5253,Burdett,SA,374,5692599.65,17886,0.02,318.27,9217,35722,39778
5254,Callington,SA,59,968353.45,2266,0.03,427.34,1120,35762,40452
5255,Finniss,SA,174,3624531.1,8523,0.02,425.26,4951,37940,44105
5256,Clayton Bay,SA,22,268155.88,1124,0.02,238.57,593,32246,38510
5259,Narrung (SA),SA,15,133031.33,709,0.02,187.63,414,34297,40320
5260,Tailem Bend,SA,30,421352.46,1805,0.02,233.44,920,33290,37578
5261,Yumali,SA,13,214943.64,391,0.03,549.73,250,33257,40247
5262,Wild Dog Valley (SA),SA,13,144983.24,532,0.02,272.52,327,33067,37501
5263,Coonawarra (SA),SA,3,44473.07,336,0.01,132.36,,,
5264,Meningie,SA,29,375790.61,1501,0.02,250.36,751,33414,40335
5265,Coonalpyn,SA,4,36738.24,817,0.00,44.97,206,33991,38810
5266,Tintinara,SA,5,64992.19,278,0.02,233.78,425,33427,38182
5267,Keith,SA,36,785520.77,2150,0.02,365.36,1250,37511,40411
5268,Bordertown,SA,67,873421.26,3005,0.02,290.66,2455,36049,40151
5269,Wolseley,SA,2,12027.07,275,0.01,43.73,,,
5270,Mundulla,SA,7,133874.15,1013,0.01,132.16,391,35604,39883
5271,Joanna,SA,173,2811729.41,6726,0.03,418.04,4865,36484,42853
5272,Lucindale,SA,20,344594.88,978,0.02,352.35,563,34722,45203
5273,,SA,2,22976.09,,,,,,
5275,Cape Jaffa,SA,49,901060.37,2280,0.02,395.20,1338,35956,42622
5276,Nora Creina,SA,26,525611.56,1398,0.02,375.97,838,31386,41286
5277,Nangwarry,SA,62,898065.22,2573,0.02,349.03,1615,37729,42545
5278,Kalangadoo,SA,11,121816.02,520,0.02,234.26,332,33942,45914
5279,Mount Burr,SA,3,69306.47,378,0.01,183.35,,,
5280,Beachport,SA,100,1659276.8,7459,0.01,222.45,4023,37224,46189
5290,Mount Gambier,SA,555,9145632.71,24905,0.02,367.22,15141,39803,49639
5291,Allendale East,SA,143,2230555.06,8561,0.02,260.55,3512,40031,60059
5301,Parrakie,SA,12,161041.7,480,0.03,335.50,305,23606,30620
5302,Lameroo,SA,7,60262.22,849,0.01,70.98,532,32694,39101
5303,Parilla,SA,8,96199.61,413,0.02,232.93,,,
5304,Pinnaroo,SA,21,316635.5,559,0.04,566.43,551,32206,36736
5306,,SA,2,54845.79,,,,,,
5307,Karoonda,SA,12,167123.2,574,0.02,291.16,353,27190,31566
5308,Wanbi,SA,1,40799.98,229,0.00,178.17,,,
5309,Marama,SA,1,6508.55,159,0.01,40.93,,,
5310,,SA,2,15708.93,,,,,,
5311,Bugle Hut,SA,11,84536.24,586,0.02,144.26,,,
5320,Morgan,SA,9,139824.03,612,0.01,228.47,265,32582,39990
5321,Cadell,SA,14,225383.17,442,0.03,509.92,,,
5322,Golden Heights,SA,31,340034.56,960,0.03,354.20,243,32281,39609
5330,Taylorville,SA,118,1448581.25,3050,0.04,474.94,2135,35882,40778
5331,Kingston On Murray,SA,4,18219.65,642,0.01,28.38,,,
5332,Moorook South,SA,15,205731.32,120,0.13,1714.43,223,32980,44029
5333,Loxton,SA,121,1896963.81,5615,0.02,337.84,3443,35741,41781
5340,Murtho,SA,44,537272.84,1335,0.03,402.45,787,34357,36213
5341,Chaffey,SA,176,2414799.6,7493,0.02,322.27,4375,33849,38723
5342,Monash (SA),SA,33,435924.74,1158,0.03,376.45,510,35643,40679
5343,Berri,SA,172,2646130.72,5099,0.03,518.95,2950,36591,43418
5344,Glossop,SA,33,383160.49,930,0.04,412.00,372,33548,38413
5345,Barmera,SA,84,1491859.64,3440,0.02,433.68,1851,37093,41829
5346,Cobdogla,SA,11,190661.31,424,0.03,449.67,,,
5350,Sandy Creek (SA),SA,14,393868.04,443,0.03,889.09,,,
5351,Altona (SA),SA,106,2202008.8,5603,0.02,393.01,3324,41848,49473
5352,Bethany,SA,97,1752292.74,4970,0.02,352.57,3143,43675,52550
5353,Angaston,SA,83,1721865.47,3872,0.02,444.70,2178,37441,48627
5354,Marks Landing,SA,11,241619.92,450,0.02,536.93,,,
5355,Ebenezer (SA),SA,125,2409305.34,7041,0.02,342.18,4199,41576,47081
5356,Truro,SA,19,269048.06,637,0.03,422.37,457,39292,40495
5357,Blanchetown,SA,11,203182.85,620,0.02,327.71,,,
5360,Greenock,SA,22,369155.41,1096,0.02,336.82,746,42548,49183
5365,,SA,1,22995.38,,,,,,
5370,,SA,1,202594.48,,,,,,
5371,Roseworthy,SA,37,932427.54,1392,0.03,669.85,829,40752,47163
5372,Freeling,SA,46,1007463.97,1928,0.02,522.54,1146,42166,47525
5373,Kapunda,SA,67,1360752.42,3151,0.02,431.85,1826,38128,47923
5374,Eudunda,SA,24,433803.95,1480,0.02,293.11,776,31487,37797
5380,,SA,1,1394.7,,,,,,
5381,Robertstown,SA,4,55763.56,335,0.01,166.46,204,27043,36523
5400,Wasleys,SA,21,389537.01,890,0.02,437.68,423,41338,48620
5401,Alma (SA),SA,22,385080.62,876,0.03,439.59,437,39578,43614
5410,Stockport,SA,12,229737.15,225,0.05,1021.05,,,
5411,Tarlee,SA,5,66641.4,309,0.02,215.67,,,
5412,Riverton (SA),SA,24,373817.16,1212,0.02,308.43,608,38030,45211
5413,Marrabel,SA,15,282743.06,737,0.02,383.64,493,32507,43037
5414,Manoora (SA),SA,1,30.51,251,0.00,0.12,,,
5415,Mintaro,SA,6,51416.99,369,0.02,139.34,,,
5416,Farrell Flat,SA,4,37847.25,157,0.03,241.07,,,
5417,Booborowie,SA,31,970827.51,1749,0.02,555.08,783,35157,42188
5418,,SA,3,65432.52,,,,,,
5419,Hallett,SA,3,12463.02,236,0.01,52.81,,,
5420,,SA,2,44195.61,,,,,,
5421,Terowie,SA,5,29664.81,232,0.02,127.87,,,
5422,Mannanarie,SA,35,368497.89,1935,0.02,190.44,639,35248,40559
5431,Orroroo,SA,19,312632,844,0.02,370.42,525,30943,38524
5432,,SA,7,155101.32,,,,,,
5433,Hawker (SA),SA,46,1543111.66,1454,0.03,1061.29,701,40702,51249
5434,Hawker (SA),SA,17,193805.96,247,0.07,784.64,240,36136,41171
5440,Yunta,SA,4,16228.84,493,0.01,32.92,,,
5451,Auburn (SA),SA,13,559395.23,597,0.02,937.01,418,37974,43800
5452,Watervale,SA,13,622952.28,450,0.03,1384.34,267,37419,43399
5453,Armagh,SA,91,1596063.3,4515,0.02,353.50,3030,38935,48286
5454,Spalding (SA),SA,3,43079.07,384,0.01,112.19,224,35824,40276
5460,Owen,SA,10,177796.91,635,0.02,280.00,387,35172,44544
5461,Balaklava,SA,46,644897.5,2559,0.02,252.01,1368,37875,45479
5462,Blyth,SA,9,185603.55,376,0.02,493.63,297,36867,50598
5464,Blyth,SA,10,190481.09,414,0.02,460.10,275,38962,45770
5471,,SA,1,11013.51,,,,,,
5472,Georgetown (SA),SA,3,50308.85,262,0.01,192.02,,,
5473,Gladstone (SA),SA,11,86712.18,794,0.01,109.21,357,35061,44159
5480,Laura (SA),SA,17,272777.23,793,0.02,343.98,477,35329,44672
5481,Wirrabara,SA,10,34762.99,521,0.02,66.72,333,27117,35177
5482,Booleroo Centre,SA,11,205598.34,586,0.02,350.85,319,32541,39134
5483,Melrose (SA),SA,16,238208.84,406,0.04,586.72,,,
5485,Wilmington,SA,9,80909.28,814,0.01,99.40,315,41187,52044
5490,Caltowie,SA,4,40030.58,178,0.02,224.89,,,
5491,Jamestown,SA,27,401067.54,1715,0.02,233.86,1070,39220,48319
5493,,SA,3,24600.34,,,,,,
5495,Germein Bay,SA,18,452028.87,523,0.03,864.30,,,
5501,Dublin,SA,216,4388595.22,6692,0.03,655.80,3851,41535,47350
5502,Korunye,SA,26,507980.62,1653,0.02,307.31,832,41935,50837
5510,Lochiel (SA),SA,4,96069.84,361,0.01,266.12,,,
5513,,SA,1,7302.24,,,,,,
5520,Snowtown,SA,11,85585.16,617,0.02,138.71,286,36230,44388
5521,Redhill,SA,2,47001.88,378,0.01,124.34,,,
5522,Fisherman Bay,SA,18,253143.44,1551,0.01,163.21,669,36734,47958
5523,Crystal Brook (SA),SA,33,327805.46,1691,0.02,193.85,970,40754,50780
5540,Coonamia,SA,279,4271916.64,15212,0.02,280.83,6961,38937,47327
5550,Bowmans,SA,19,354466.55,866,0.02,409.31,466,37656,40683
5552,Paskeville,SA,6,286468.98,86,0.07,3331.03,,,
5554,Jerusalem,SA,88,1331093.32,5211,0.02,255.44,2768,39685,48746
5555,Ninnes,SA,9,96994.52,521,0.02,186.17,365,40912,48685
5556,North Beach (SA),SA,56,723936.2,3673,0.02,197.10,1699,34628,41407
5558,Moonta,SA,71,1422991.63,4012,0.02,354.68,2103,35831,44073
5560,Bute,SA,10,97120.37,415,0.02,234.02,248,39533,57771
5570,Clinton (SA),SA,7,79560.67,831,0.01,95.74,,,
5571,Ardrossan,SA,24,407652.54,1581,0.02,257.84,901,35421,45688
5572,Arthurton,SA,2,57076.19,389,0.01,146.73,,,
5573,Balgowan (SA),SA,35,379402.93,2059,0.02,184.27,1091,37577,47017
5575,Corny Point,SA,40,700253.61,2971,0.01,235.70,1188,33278,40356
5576,Port Moorowie,SA,13,128018.7,843,0.02,151.86,612,33594,43613
5577,Inneston,SA,9,362055.89,198,0.05,1828.57,334,28098,33059
5580,Curramulka,SA,6,35974.85,436,0.01,82.51,,,
5581,Port Vincent,SA,5,69407.35,489,0.01,141.94,271,29791,44717
5582,Stansbury,SA,9,213726.77,544,0.02,392.88,312,35552,43701
5583,Coobowie,SA,14,165863.91,687,0.02,241.43,391,32344,39413
5600,False Bay,SA,138,2563914.49,7047,0.02,363.83,3721,53473,63856
5601,Iron Knob,SA,7,93297.65,165,0.04,565.44,,,
5602,Cowell,SA,16,155319.5,1071,0.01,145.02,717,39357,52032
5603,Arno Bay,SA,5,87482.53,226,0.02,387.09,241,36911,41621
5604,Port Neill,SA,5,101673.97,136,0.04,747.60,,,
5605,Tumby Bay,SA,31,352981.46,1826,0.02,193.31,1034,35364,45124
5606,Port Lincoln,SA,407,6177165.2,14087,0.03,438.50,8742,40251,50152
5607,Boston,SA,72,1105237.26,4593,0.02,240.64,1690,35108,42949
5608,Whyalla Norrie,SA,258,3753437.69,13855,0.02,270.91,6120,45563,55371
5609,Whyalla Jenkins,SA,41,821968.93,1389,0.03,591.77,744,63737,69390
5614,,SA,1,12425.1,,,,,,
5631,Cummins,SA,19,330179.21,1045,0.02,315.96,789,43225,55774
5632,,SA,6,244746.51,,,,,,
5633,Lock,SA,7,83833.87,433,0.02,193.61,219,32155,37021
5640,Cleve,SA,18,181581.27,973,0.02,186.62,674,39933,45400
5641,Kelly,SA,32,491690.19,1146,0.03,429.05,643,40284,47003
5642,Darke Peak,SA,5,44090.17,536,0.01,82.26,,,
5650,Warramboo,SA,2,23407.71,301,0.01,77.77,,,
5651,,SA,2,22174.68,,,,,,
5652,Wudinna,SA,18,257790.45,556,0.03,463.65,466,40643,48147
5653,,SA,2,40432.41,,,,,,
5654,Minnipa,SA,4,42132.39,357,0.01,118.02,,,
5655,,SA,3,18661.41,,,,,,
5660,,SA,1,11838.65,,,,,,
5661,,SA,3,19832.51,,,,,,
5670,Elliston,SA,10,147105.84,292,0.03,503.79,270,32719,40416
5671,,SA,4,207288.7,,,,,,
5680,Perlubie,SA,40,548845.22,2280,0.02,240.72,1271,36363,45508
5690,Ceduna,SA,203,2138992.26,4024,0.05,531.56,2214,39983,47441
5700,Miranda (SA),SA,341,5043174.04,11770,0.03,428.48,5733,43368,51897
5701,,SA,4,39635.88,,,,,,
5710,Commissariat Point,SA,38,441474.53,2955,0.01,149.40,1292,47189,56911
5720,Woomera,SA,26,278513.73,215,0.12,1295.41,,,
5721,,SA,1,6643.82,,,,,,
5722,Andamooka,SA,12,166650.85,594,0.02,280.56,209,44802,55498
5723,Coober Pedy,SA,77,767448.93,1694,0.05,453.04,847,39046,44546
5724,,SA,16,134713.63,,,,,,
5725,Olympic Dam,SA,174,3000742.73,4717,0.04,636.15,2616,81293,89042
5730,,SA,1,6269.32,,,,,,
5731,Leigh Creek (SA),SA,14,161304.57,1136,0.01,141.99,330,62295,68907
5732,Copley (SA),SA,10,101718.72,164,0.06,620.24,,,
5733,,SA,8,42223.58,,,,,,
5734,Oodnadatta,SA,9,56656.66,165,0.05,343.37,,,
5751,,SA,2,186.45,,,,,,
5765,,SA,1,4210.08,,,,,,
5769,,SA,1,5351.12,,,,,,
5790,,SA,1,101.47,,,,,,
5839,,SA,1,68.55,,,,,,
5875,,SA,2,32439,,,,,,
5900,,SA,1,7347.62,,,,,,
5942,,SA,1,13102.64,,,,,,
5950,Adelaide Airport,SA,1,4676.29,0,,,,,
7000,Glebe (Tas.),TAS,631,7252774.51,13427,0.05,540.16,8541,44271,57819
7001,,TAS,27,403289.36,,,,,,
7002,,TAS,5,113039.73,,,,,,
7004,Battery Point,TAS,258,4725249.42,7169,0.04,659.12,4507,42859,61228
7005,Dynnyrne,TAS,286,6404503.38,12636,0.02,506.85,8129,41407,67153
7006,,TAS,5,62386.37,,,,,,
7007,Mount Nelson,TAS,81,1330987.98,2921,0.03,455.66,1818,46460,60558
7008,Lenah Valley,TAS,309,5969592.91,11824,0.03,504.87,6934,44414,53617
7009,Derwent Park,TAS,286,5819692.36,12320,0.02,472.38,6335,38246,43559
7010,Dowsing Point,TAS,303,4985205.48,15829,0.02,314.94,7433,38582,41842
7011,Austins Ferry,TAS,232,4186127.28,14421,0.02,290.28,7136,39679,43150
7012,Collinsvale,TAS,23,210000.66,833,0.03,252.10,450,44492,46478
7015,Geilston Bay,TAS,182,3054425.71,9899,0.02,308.56,6041,42691,49669
7016,Risdon Vale,TAS,36,429777.53,2680,0.01,160.36,942,35707,38750
7017,Grasstree Hill,TAS,93,1484350.84,4731,0.02,313.75,3088,43039,48116
7018,Bellerive,TAS,363,7596920.36,20059,0.02,378.73,11834,42362,50164
7019,Clarendon Vale,TAS,81,897251.59,5492,0.01,163.37,2340,38155,41088
7020,Clifton Beach (Tas.),TAS,53,1012430.64,2453,0.02,412.73,1562,44368,53453
7021,Lauderdale,TAS,49,676868.81,2281,0.02,296.74,1461,42665,51381
7022,South Arm (Tas.),TAS,16,243731.96,832,0.02,292.95,494,40532,43576
7023,Opossum Bay,TAS,7,115819.64,330,0.02,350.97,,,
7024,Cremorne (Tas.),TAS,8,108429.97,460,0.02,235.72,344,44976,49804
7025,Dulcot,TAS,28,709485.44,1852,0.02,383.09,1110,40741,49419
7026,Campania,TAS,17,203215.38,844,0.02,240.78,512,35036,39432
7027,Colebrook,TAS,9,33497.66,372,0.02,90.05,,,
7030,Bagdad,TAS,257,4636230.96,16809,0.02,275.82,7518,37945,42458
7050,Kingston (Tas.),TAS,217,3779512,11762,0.02,321.33,6615,41262,48440
7051,,TAS,8,112233.07,,,,,,
7052,Blackmans Bay,TAS,137,2183948.28,6726,0.02,324.70,4058,42592,52689
7053,Bonnet Hill,TAS,90,1409015.57,3510,0.03,401.43,2103,45374,59943
7054,Coningham,TAS,176,3178966.6,7953,0.02,399.72,4909,42839,50036
7055,Huntingfield,TAS,9,200913.05,412,0.02,487.65,227,41921,45667
7081,,TAS,1,59251.84,,,,,,
7088,,TAS,1,12044.27,,,,,,
7108,,TAS,1,7719.26,,,,,,
7109,Crabtree,TAS,182,3026577.39,7908,0.02,382.72,4527,36074,43848
7112,Cygnet,TAS,65,1146881.76,2812,0.02,407.85,1455,32779,39796
7113,Franklin (Tas.),TAS,29,646188.13,1102,0.03,586.38,532,34777,40732
7116,Geeveston,TAS,55,698181.1,2360,0.02,295.84,1032,33933,39135
7117,Dover,TAS,19,306964.46,763,0.02,402.31,471,36738,44481
7120,Oatlands (Tas.),TAS,28,385646.12,2006,0.01,192.25,816,32181,36250
7126,,TAS,1,37421.76,,,,,,
7130,,TAS,1,31286.25,,,,,,
7139,,TAS,1,190724.36,,,,,,
7140,Bushy Park (Tas.),TAS,219,2986022.62,10660,0.02,280.11,5092,37023,41941
7150,Adventure Bay,TAS,91,1587624.47,2675,0.03,593.50,1560,36796,45352
7155,Kettering,TAS,20,357447.88,986,0.02,362.52,464,35423,43774
7162,Birchs Bay,TAS,16,211861.61,645,0.02,328.47,401,32091,44051
7163,Middleton (Tas.),TAS,4,95163.51,238,0.02,399.85,,,
7170,Acton Park (Tas.),TAS,85,1563256.04,4684,0.02,333.74,3052,44273,55790
7171,Midway Point,TAS,50,557130.08,3007,0.02,185.28,1695,40837,44904
7172,Orielton,TAS,63,1113896.52,3151,0.02,353.51,1781,38266,42579
7173,Carlton (Tas.),TAS,147,2561481.78,6189,0.02,413.88,3360,37471,42539
7174,,TAS,4,32461.14,,,,,,
7175,,TAS,3,17709.67,,,,,,
7176,Kellevie,TAS,1,1767,415,0.00,4.26,,,
7177,Boomer Bay,TAS,13,420273.47,473,0.03,888.53,235,31947,39340
7178,Murdunna,TAS,9,129186.14,356,0.03,362.88,,,
7179,Eaglehawk Neck,TAS,6,198210.95,338,0.02,586.42,229,27362,39180
7180,Taranna,TAS,1,13424.7,274,0.00,49.00,,,
7182,Port Arthur (Tas.),TAS,8,92078.97,251,0.03,366.85,,,
7183,Highcroft,TAS,4,38857.84,88,0.05,441.57,,,
7184,Nubeena,TAS,24,326562.93,767,0.03,425.77,355,28418,33614
7185,,TAS,3,23739.04,,,,,,
7186,Saltwater River,TAS,5,114152.11,280,0.02,407.69,,,
7187,,TAS,9,169965.92,,,,,,
7190,Dolphin Sands,TAS,49,732670.81,3006,0.02,243.74,1560,31403,38998
7209,Ross (Tas.),TAS,8,179296.22,422,0.02,424.87,223,33194,45963
7210,Campbell Town,TAS,16,119058.13,992,0.02,120.02,479,34524,40845
7211,Conara,TAS,6,60898.63,426,0.01,142.95,,,
7212,Deddington,TAS,46,926797.67,1839,0.03,503.97,1040,38206,45133
7213,Avoca (Tas.),TAS,10,140154.66,301,0.03,465.63,,,
7214,Fingal (Tas.),TAS,14,315195.43,649,0.02,485.66,225,32312,43773
7215,Beaumaris (Tas.),TAS,82,1132753.48,3284,0.02,344.93,1739,30216,40462
7216,Akaroa,TAS,80,1544211.04,3396,0.02,454.71,1525,29056,36542
7230,,TAS,3,32807.94,,,,,,
7248,Invermay (Tas.),TAS,286,4222821,15414,0.02,273.96,6396,35236,39073
7249,Kings Meadows,TAS,230,3566702.08,12306,0.02,289.83,5817,39822,44799
7250,Blackstone Heights,TAS,988,19561177.58,47234,0.02,414.13,27894,40481,50871
7252,Dilston,TAS,55,1002086.32,2266,0.02,442.23,1519,40791,52367
7253,Beechford,TAS,94,866427.74,5100,0.02,169.89,1879,36991,44984
7254,Bellingham,TAS,13,337189.19,492,0.03,685.34,288,36252,42606
7255,Lady Barron,TAS,29,388474.23,706,0.04,550.25,500,33502,40515
7256,Currie,TAS,48,536771.09,1563,0.03,343.42,970,37073,43914
7257,Cape Barren Island,TAS,6,51759.58,65,0.09,796.30,,,
7258,Relbia,TAS,15,704080.28,940,0.02,749.02,538,42428,63940
7259,Nunamara,TAS,7,79117.59,457,0.02,173.12,266,37270,42926
7260,Nabowla,TAS,60,794287.3,3218,0.02,246.83,1617,34311,39220
7261,Branxholm,TAS,10,73738.38,204,0.05,361.46,,,
7262,Bridport,TAS,26,433082.3,1715,0.02,252.53,944,34613,42532
7263,Legerwood,TAS,16,169928.75,739,0.02,229.94,291,31302,40153
7264,Derby (Tas.),TAS,11,127631.75,681,0.02,187.42,268,29198,37487
7265,Winnaleah,TAS,4,39829.93,273,0.01,145.90,,,
7267,Karoola,TAS,18,219548.72,883,0.02,248.64,461,37659,42188
7268,Lilydale (Tas.),TAS,22,253864.4,1066,0.02,238.15,569,40544,46456
7270,Beaconsfield (Tas.),TAS,79,1065278.58,4094,0.02,260.20,1942,34568,43364
7275,Blackwall (Tas.),TAS,73,1313262.93,3049,0.02,430.72,1776,35617,44003
7276,Gravelly Beach,TAS,13,370267.3,560,0.02,661.19,290,36488,41827
7277,Bridgenorth,TAS,97,1548815.77,5259,0.02,294.51,3022,39033,47662
7290,Hadspen,TAS,34,514441.98,2061,0.02,249.61,1214,39972,43666
7291,Carrick (Tas.),TAS,12,292604.75,871,0.01,335.94,304,40643,47545
7292,Birralee,TAS,11,644953.59,694,0.02,929.33,344,35067,39837
7300,Devon Hills,TAS,59,925328.22,3040,0.02,304.38,1824,40174,45876
7301,Liffey,TAS,83,1517817.52,4015,0.02,378.04,2312,36751,44189
7302,Bracknell,TAS,33,540214.07,1780,0.02,303.49,901,35364,41959
7303,Westbury (Tas.),TAS,55,732379.18,2341,0.02,312.85,1399,35732,44599
7304,Caveside,TAS,113,2692482.17,5877,0.02,458.14,3047,32287,39501
7305,Railton,TAS,18,160725.15,1231,0.01,130.56,536,35095,39803
7306,Acacia Hills (Tas.),TAS,88,1729248.95,3951,0.02,437.67,2017,32596,40452
7307,Bakers Beach,TAS,181,3633894.63,9251,0.02,392.81,5231,38083,45681
7310,Aberdeen (Tas.),TAS,478,7027779.27,27182,0.02,258.55,13879,36830,44523
7315,Gawler (Tas.),TAS,235,3711059.38,14272,0.02,260.02,7535,36794,43521
7316,Cuprona,TAS,123,2833294.49,6017,0.02,470.88,3212,37956,47192
7320,Acton (Tas.),TAS,347,5883075.78,16724,0.02,351.77,8565,39203,47318
7321,Boat Harbour Beach,TAS,86,1355517.33,4692,0.02,288.90,2177,38383,46982
7322,Somerset (Tas.),TAS,90,1757335.75,3975,0.02,442.10,1935,39480,47267
7325,Calder,TAS,166,2862423.45,8570,0.02,334.01,4307,36940,44646
7328,,TAS,1,6493.62,,,,,,
7330,Arthur River (Tas.),TAS,142,2493543.4,6755,0.02,369.14,3654,39500,43930
7331,Stanley (Tas.),TAS,13,158072.55,483,0.03,327.27,349,37515,45591
7467,Queenstown (Tas.),TAS,55,865750.99,1973,0.03,438.80,858,44941,54881
7468,Strahan,TAS,22,370767.33,661,0.03,560.92,405,43009,51692
7469,Granville Harbour,TAS,25,166231.21,932,0.03,178.36,361,43627,55550
7470,Rosebery (Tas.),TAS,33,454422.11,924,0.04,491.80,373,51034,66736
7910,,TAS,1,36199.44,,,,,,
3000,Melbourne,VIC,913,17422748.52,20625,0.04,844.74,18163,30160,52829
3001,,VIC,442,4825506.88,,,,,,
3002,East Melbourne,VIC,203,4092068.71,4714,0.04,868.07,3586,59384,112768
3003,West Melbourne,VIC,188,3455947.73,3744,0.05,923.06,2947,44297,57488
3004,Melbourne,VIC,349,7075839.99,7738,0.05,914.43,6869,53004,92513
3005,Docklands,VIC,1,16159.17,690,0.00,23.42,,,
3006,South Wharf,VIC,394,6826785.97,11303,0.03,603.98,10470,49748,68055
3008,Docklands,VIC,224,3955422.28,5093,0.04,776.64,6016,49842,68430
3010,Parkville (Vic.),VIC,2,31065.25,1516,0.00,20.49,,,
3011,Footscray,VIC,615,10221260.81,18051,0.03,566.24,11662,41236,49377
3012,Brooklyn (Vic.),VIC,658,12331131.14,23126,0.03,533.22,13724,43551,50989
3013,Yarraville,VIC,457,11345048.69,13745,0.03,825.39,8565,52657,64322
3014,,VIC,1,9448.17,,,,,,
3015,Newport (Vic.),VIC,482,11788357.79,16157,0.03,729.61,9916,52652,64899
3016,Williamstown (Vic.),VIC,363,8845967.59,14748,0.02,599.81,9485,52192,77373
3018,Altona (Vic.),VIC,298,7959404.35,11778,0.03,675.79,7273,46589,55882
3019,Braybrook,VIC,161,2679883.01,8179,0.02,327.65,3801,35321,39746
3020,Albion (Vic.),VIC,787,14480993.54,40553,0.02,357.09,19901,36394,41065
3021,Albanvale,VIC,916,17135913.25,51784,0.02,330.91,23309,36171,39755
3022,Ardeer,VIC,78,1240753.17,2823,0.03,439.52,1875,38759,43548
3023,Burnside (Vic.),VIC,962,17850904.13,55703,0.02,320.47,30904,42829,48526
3024,Mount Cottrell,VIC,431,7661992.04,17996,0.02,425.76,10804,44540,48521
3025,Altona North,VIC,284,5500111.25,11379,0.02,483.36,5685,42346,49145
3026,Laverton North,VIC,11,201952.75,91,0.12,2219.26,,,
3027,Williams Landing,VIC,62,931589.07,3224,0.02,288.95,,,
3028,Altona Meadows,VIC,647,13567684.81,27778,0.02,488.43,15748,42513,47393
3029,Hoppers Crossing,VIC,1349,25042804.67,68424,0.02,365.99,43713,42763,47566
3030,Cocoroc,VIC,1742,35531341.07,77756,0.02,456.96,50368,45100,52961
3031,Flemington,VIC,535,11008118.08,17247,0.03,638.26,10640,49586,60648
3032,Ascot Vale,VIC,643,13852059.6,25342,0.03,546.60,16429,47145,61454
3033,Keilor East,VIC,266,6186380.64,13260,0.02,466.54,7748,42893,52561
3034,Avondale Heights,VIC,205,4620544.95,10990,0.02,420.43,6103,42021,51844
3036,Keilor,VIC,109,2704733.04,5841,0.02,463.06,3932,45853,60882
3037,Calder Park,VIC,843,17044621.95,46879,0.02,363.59,25964,42853,48569
3038,Keilor Downs,VIC,472,11803733.47,28159,0.02,419.18,16878,42356,50181
3039,Moonee Ponds,VIC,345,9328533.59,13532,0.03,689.37,8685,50367,67581
3040,Aberfeldie,VIC,512,15300556.29,23869,0.02,641.02,16220,48404,68503
3041,Essendon Fields,VIC,197,4450970.65,11333,0.02,392.74,7349,47314,62468
3042,Airport West,VIC,339,7340897.21,14372,0.02,510.78,8850,44751,53099
3043,Gladstone Park,VIC,354,7757268.56,17350,0.02,447.10,9935,42430,48293
3044,Pascoe Vale,VIC,513,10852493.28,24421,0.02,444.39,14227,44901,54411
3045,Melbourne Airport,VIC,2,24054.83,140,0.01,171.82,,,
3046,Glenroy (Vic.),VIC,602,12603549.97,30803,0.02,409.17,16440,39639,46005
3047,Broadmeadows (Vic.),VIC,339,6563217.79,18999,0.02,345.45,6932,33705,37552
3048,Coolaroo,VIC,292,4814684.32,18107,0.02,265.90,6456,33657,37288
3049,Attwood,VIC,164,3560669.02,8783,0.02,405.40,5253,43266,50017
3050,,VIC,2,28045.41,,,,,,
3051,North Melbourne,VIC,598,8387279.58,11755,0.05,713.51,7329,41356,55890
3052,Parkville (Vic.),VIC,142,2487237.46,4675,0.03,532.03,3134,40669,61180
3053,Carlton (Vic.),VIC,394,6407967.83,13508,0.03,474.38,6804,37604,55562
3054,Carlton North,VIC,331,7388428.04,8297,0.04,890.49,5688,48259,72572
